sample_id,item_name,user_description,category,risk_label,used_days,remaining_pct,weekly_use_count,user_count,is_shared,has_shelf_life,days_to_expire,is_damaged,source,label_source,original_category,original_user_judgment,remaining_text,frequency_text,shelf_life_text,notes
real_023,收纳袋/密封袋,宿舍整理零食或小物时使用，缺了才会买。,其他用品,需要关注,50,25.0,0.5,1,0,0,999,0,real_user,user_interview,其他用品,近期关注,剩约3个,偶尔使用,无,其他收纳用品；低频消耗但剩余较少；缺了才买，适合近期关注提醒。
real_024,笔芯,学习时使用，临近没墨才会发现。,学习用品,需要关注,30,25.0,3.0,1,0,0,999,0,real_user,user_interview,其他用品,近期关注,剩约2支,每周多次,无,学习用品；无保质期；消耗受学习强度影响，适合测试非生活清洁类物品分类。
real_025,充电线,宿舍和上课都可能用，属于不常补货但坏了影响大的物品。,电子配件,需要关注,180,50.0,7.0,1,0,0,999,1,real_user,user_interview,其他用品,近期关注,可用但有磨损,每天,无,电子配件类/其他用品；非传统易耗品，但损坏会影响使用；适合测试异常或边界输入。
real_026,洗洁精,如果在宿舍清洗杯子或餐具会用，使用频率不稳定。,清洁日用,正常,45,50.0,2.5,1,0,0,999,0,real_user,user_interview,清洁日用,暂不需要,剩约半瓶,每周2-3次,无明显保质期压力,清洁日用品；中低频消耗；剩余量较充足，适合作为暂不需要补货样本。
real_027,护手霜,天气干燥时使用，不是固定每天用。,洗漱用品,需要关注,90,20.0,0.5,1,0,1,365,0,real_user,user_interview,洗漱用品,近期关注,剩约20%,偶尔使用,开封后建议12个月内使用,个人护理用品；有开封后使用期限；剩余偏少但使用频率不稳定，适合近期关注。
real_028,小包装纸巾,出门或上课带着用，容易以为还有但实际快没了。,清洁日用,建议补货,10,25.0,7.0,1,0,0,999,0,real_user,user_interview,清洁日用,急需补货,剩约2包,每天,无,便携易耗品；高频使用且容易误判库存；与访谈中“总以为还有纸”痛点一致。
real_029,备用药盒/常用药收纳盒,用于集中放药，但药品日期需要单独核对。,健康与补剂用品,正常,120,70.0,0.5,1,0,0,999,0,real_user,user_interview,药品健康,暂不需要,仍可使用,偶尔使用,无,收纳类物品；本身不易耗，关联药品有效期管理；适合测试系统区分物品与容器。
expanded_002,厨房纸,擦桌子和处理外卖时使用，剩余不多。,清洁日用,需要关注,25,25.0,3.0,1,0,0,999,0,expanded_manual,manual_review,清洁日用,需要关注,25%,每周约3次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_004,洗衣凝珠,每次洗衣使用一颗，最近还剩几颗。,清洁日用,需要关注,35,22.0,2.0,1,0,0,999,0,expanded_manual,manual_review,清洁日用,需要关注,22%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_005,洗洁精,清洗杯子和餐具时使用，剩半瓶左右。,清洁日用,正常,45,50.0,2.0,1,0,0,999,0,expanded_manual,manual_review,清洁日用,正常,50%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_006,湿巾,擦桌面和清理鞋柜会用，开封后容易变干。,清洁日用,过期/损坏风险,22,30.0,4.0,1,0,1,60,1,expanded_manual,manual_review,清洁日用,过期/损坏风险,30%,每周约4次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_007,消毒湿巾,偶尔消毒键盘和门把手，剩余较多。,清洁日用,正常,40,70.0,1.0,1,0,1,120,0,expanded_manual,manual_review,清洁日用,正常,70%,每周约1次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_008,洗手液,每天洗手使用，剩余偏少。,清洁日用,需要关注,28,25.0,7.0,1,0,0,999,0,expanded_manual,manual_review,清洁日用,需要关注,25%,每周约7次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_009,衣物除菌液,洗衣时偶尔添加，剩余较多。,清洁日用,正常,70,65.0,1.0,1,0,1,180,0,expanded_manual,manual_review,清洁日用,正常,65%,每周约1次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_010,地板清洁片,宿舍拖地时使用，剩余几片。,清洁日用,需要关注,60,20.0,1.0,4,1,0,999,0,expanded_manual,manual_review,清洁日用,需要关注,20%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_011,牙膏,每天早晚使用，已经挤得比较扁。,洗漱用品,建议补货,50,18.0,14.0,1,0,0,999,0,expanded_manual,manual_review,洗漱用品,建议补货,18%,每周约14次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_012,牙刷,已经用了两个多月，刷毛有点变形。,洗漱用品,过期/损坏风险,75,60.0,14.0,1,0,1,20,1,expanded_manual,manual_review,洗漱用品,过期/损坏风险,60%,每周约14次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_014,沐浴露,每天或隔天使用，剩余约三成。,洗漱用品,需要关注,42,30.0,5.0,1,0,1,260,0,expanded_manual,manual_review,洗漱用品,需要关注,30%,每周约5次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_015,洗面奶,每天使用，剩余接近一半。,洗漱用品,正常,38,45.0,7.0,1,0,1,300,0,expanded_manual,manual_review,洗漱用品,正常,45%,每周约7次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_016,剃须刀刀片,刀片已经变钝，使用体验下降。,洗漱用品,过期/损坏风险,60,40.0,3.0,1,0,0,999,1,expanded_manual,manual_review,洗漱用品,过期/损坏风险,40%,每周约3次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_017,护手霜,冬天常用，剩余约两成。,洗漱用品,需要关注,90,20.0,4.0,1,0,1,200,0,expanded_manual,manual_review,洗漱用品,需要关注,20%,每周约4次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_018,洗脸巾,每天使用一次，剩余很少。,洗漱用品,建议补货,24,12.0,7.0,1,0,0,999,0,expanded_manual,manual_review,洗漱用品,建议补货,12%,每周约7次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_019,润唇膏,偶尔使用，仍可继续用。,洗漱用品,正常,80,55.0,1.0,1,0,1,180,0,expanded_manual,manual_review,洗漱用品,正常,55%,每周约1次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_020,毛巾,已经用了很久，需要考虑卫生更换。,洗漱用品,过期/损坏风险,110,60.0,7.0,1,0,1,10,0,expanded_manual,manual_review,洗漱用品,过期/损坏风险,60%,每周约7次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_023,口罩,偶尔外出使用，剩余不到十只。,健康与补剂用品,需要关注,35,28.0,1.0,1,0,1,120,0,expanded_manual,manual_review,健康与补剂用品,需要关注,28%,每周约1次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_024,退烧药,低频但重要，需要关注有效期。,健康与补剂用品,过期/损坏风险,200,40.0,0.2,1,0,1,18,0,expanded_manual,manual_review,健康与补剂用品,过期/损坏风险,40%,每周约0.2次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_025,酒精棉片,清洁小伤口或设备时使用，剩余少。,健康与补剂用品,需要关注,70,20.0,1.0,1,0,1,80,0,expanded_manual,manual_review,健康与补剂用品,需要关注,20%,每周约1次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_027,维生素片,每周数次，剩余二十片左右。,健康与补剂用品,需要关注,50,35.0,3.0,1,0,1,100,0,expanded_manual,manual_review,健康与补剂用品,需要关注,35%,每周约3次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_028,电解质冲剂,运动后偶尔使用，剩余较多。,健康与补剂用品,正常,30,70.0,1.0,1,0,1,180,0,expanded_manual,manual_review,健康与补剂用品,正常,70%,每周约1次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_029,止痒药膏,夏天偶尔使用，快到有效期。,健康与补剂用品,过期/损坏风险,220,45.0,0.3,1,0,1,22,0,expanded_manual,manual_review,健康与补剂用品,过期/损坏风险,45%,每周约0.3次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_030,备用体温计电池,健康用品配件，暂时还有备用。,健康与补剂用品,正常,90,80.0,0.2,1,0,0,999,0,expanded_manual,manual_review,健康与补剂用品,正常,80%,每周约0.2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_033,草稿纸,刷题时消耗快，剩余不多。,学习用品,需要关注,20,20.0,6.0,1,0,0,999,0,expanded_manual,manual_review,学习用品,需要关注,20%,每周约6次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_034,打印纸,考试周打印资料多，剩余较少。,学习用品,建议补货,25,18.0,4.0,1,0,0,999,0,expanded_manual,manual_review,学习用品,建议补货,18%,每周约4次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_035,便利贴,做计划时使用，剩余充足。,学习用品,正常,35,65.0,2.0,1,0,0,999,0,expanded_manual,manual_review,学习用品,正常,65%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_036,文件袋,整理资料使用，剩余几个。,学习用品,需要关注,60,35.0,1.0,1,0,0,999,0,expanded_manual,manual_review,学习用品,需要关注,35%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_037,订书钉,低频使用，剩余很多。,学习用品,正常,90,80.0,0.5,1,0,0,999,0,expanded_manual,manual_review,学习用品,正常,80%,每周约0.5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_038,荧光笔,复习时常用，有两支快没墨。,学习用品,建议补货,55,20.0,4.0,1,0,0,999,1,expanded_manual,manual_review,学习用品,建议补货,20%,每周约4次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_039,笔记本,课程记录使用，剩余页数较少。,学习用品,需要关注,75,25.0,5.0,1,0,0,999,0,expanded_manual,manual_review,学习用品,需要关注,25%,每周约5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_040,透明胶,偶尔粘贴资料，暂时够用。,学习用品,正常,60,60.0,0.5,1,0,0,999,0,expanded_manual,manual_review,学习用品,正常,60%,每周约0.5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_043,电池,鼠标和小设备会用，剩余两节。,电子配件,需要关注,90,25.0,1.0,1,0,0,999,0,expanded_manual,manual_review,电子配件,需要关注,25%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_044,插排,宿舍固定使用，状态正常。,电子配件,正常,300,80.0,7.0,1,0,0,999,0,expanded_manual,manual_review,电子配件,正常,80%,每周约7次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_045,耳机套,备用耳机套剩余不多。,电子配件,需要关注,70,30.0,2.0,1,0,0,999,0,expanded_manual,manual_review,电子配件,需要关注,30%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_046,转换头,外出汇报会用，暂时可用。,电子配件,正常,120,70.0,1.0,1,0,0,999,0,expanded_manual,manual_review,电子配件,正常,70%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_047,鼠标垫,边缘翘起影响使用。,电子配件,过期/损坏风险,200,50.0,7.0,1,0,0,999,1,expanded_manual,manual_review,电子配件,过期/损坏风险,50%,每周约7次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_048,充电宝,电量衰减明显，出门不放心。,电子配件,过期/损坏风险,360,40.0,2.0,1,0,0,999,1,expanded_manual,manual_review,电子配件,过期/损坏风险,40%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_049,手机支架,状态正常，偶尔使用。,电子配件,正常,150,75.0,1.0,1,0,0,999,0,expanded_manual,manual_review,电子配件,正常,75%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_050,键盘清洁刷,清洁键盘用，暂时够用。,电子配件,正常,80,65.0,0.5,1,0,0,999,0,expanded_manual,manual_review,电子配件,正常,65%,每周约0.5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_051,收纳袋,整理衣物用，剩余几个。,其他用品,需要关注,50,30.0,1.0,1,0,0,999,0,expanded_manual,manual_review,其他用品,需要关注,30%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_052,密封袋,装小物件和食品，剩余少。,其他用品,建议补货,45,18.0,2.0,1,0,0,999,0,expanded_manual,manual_review,其他用品,建议补货,18%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_053,一次性手套,偶尔清洁时使用，剩余尚可。,其他用品,正常,35,55.0,0.5,1,0,0,999,0,expanded_manual,manual_review,其他用品,正常,55%,每周约0.5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_054,衣架,有几只变形但整体够用。,其他用品,需要关注,180,65.0,2.0,1,0,0,999,1,expanded_manual,manual_review,其他用品,需要关注,65%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_055,粘毛器替换芯,清理衣服会用，剩余一卷。,其他用品,需要关注,40,20.0,3.0,1,0,0,999,0,expanded_manual,manual_review,其他用品,需要关注,20%,每周约3次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_056,雨伞,伞骨有点松，雨季前需要检查。,其他用品,过期/损坏风险,220,45.0,1.0,1,0,0,999,1,expanded_manual,manual_review,其他用品,过期/损坏风险,45%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_057,证件照,考试和材料提交可能用到，剩余两张。,其他用品,需要关注,120,30.0,0.5,1,0,0,999,0,expanded_manual,manual_review,其他用品,需要关注,30%,每周约0.5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_058,针线包,低频备用，状态正常。,其他用品,正常,200,80.0,0.2,1,0,0,999,0,expanded_manual,manual_review,其他用品,正常,80%,每周约0.2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_059,小锁,柜子备用锁，暂时可用。,其他用品,正常,160,75.0,0.5,1,0,0,999,0,expanded_manual,manual_review,其他用品,正常,75%,每周约0.5次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_060,鞋刷,刷毛已经磨损。,其他用品,过期/损坏风险,140,35.0,1.0,1,0,0,999,1,expanded_manual,manual_review,其他用品,过期/损坏风险,35%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_061,除尘纸,清理桌面和柜子时使用，剩余十几张。,清洁日用,需要关注,25,35.0,2.0,1,0,0,999,0,expanded_manual,manual_review,清洁日用,需要关注,35%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_062,马桶清洁剂,宿舍卫生间清洁用，剩余较多。,清洁日用,正常,80,65.0,1.0,4,1,0,999,0,expanded_manual,manual_review,清洁日用,正常,65%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_063,洗衣皂,偶尔手洗衣物，剩余一小块。,清洁日用,需要关注,55,18.0,1.0,1,0,0,999,0,expanded_manual,manual_review,清洁日用,需要关注,18%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_064,除湿袋,衣柜里使用，已经接近满水。,清洁日用,过期/损坏风险,45,20.0,1.0,1,0,0,999,1,expanded_manual,manual_review,清洁日用,过期/损坏风险,20%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_065,空气清新剂,宿舍偶尔使用，剩余半瓶。,清洁日用,正常,70,50.0,1.0,4,1,0,999,0,expanded_manual,manual_review,清洁日用,正常,50%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_066,漱口水,每天晚上使用，剩余约三成。,洗漱用品,需要关注,30,30.0,7.0,1,0,1,180,0,expanded_manual,manual_review,洗漱用品,需要关注,30%,每周约7次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_067,棉签,清洁和护理时偶尔使用，剩余不多。,洗漱用品,需要关注,90,25.0,1.0,1,0,0,999,0,expanded_manual,manual_review,洗漱用品,需要关注,25%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_068,化妆棉,每天护肤会用，剩余很少。,洗漱用品,建议补货,35,12.0,7.0,1,0,0,999,0,expanded_manual,manual_review,洗漱用品,建议补货,12%,每周约7次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_069,防晒霜,开封时间较久，接近夏天使用频率变高。,洗漱用品,需要关注,180,40.0,4.0,1,0,1,45,0,expanded_manual,manual_review,洗漱用品,需要关注,40%,每周约4次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_070,梳子,齿断了几根，但还能使用。,洗漱用品,过期/损坏风险,240,50.0,7.0,1,0,0,999,1,expanded_manual,manual_review,洗漱用品,过期/损坏风险,50%,每周约7次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_071,碘伏棉签,备用消毒用品，需关注有效期。,健康与补剂用品,需要关注,150,45.0,0.5,1,0,1,35,0,expanded_manual,manual_review,健康与补剂用品,需要关注,45%,每周约0.5次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_072,喉糖,换季偶尔使用，剩余几颗。,健康与补剂用品,需要关注,60,20.0,1.0,1,0,1,90,0,expanded_manual,manual_review,健康与补剂用品,需要关注,20%,每周约1次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_073,益生菌,偶尔服用，快到有效期。,健康与补剂用品,过期/损坏风险,120,50.0,1.0,1,0,1,28,0,expanded_manual,manual_review,健康与补剂用品,过期/损坏风险,50%,每周约1次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_074,运动能量胶,训练时使用，剩余两包。,健康与补剂用品,需要关注,30,25.0,2.0,1,0,1,120,0,expanded_manual,manual_review,健康与补剂用品,需要关注,25%,每周约2次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_075,医用纱布,备用处理小伤口，包装较久。,健康与补剂用品,过期/损坏风险,200,40.0,0.2,1,0,1,20,0,expanded_manual,manual_review,健康与补剂用品,过期/损坏风险,40%,每周约0.2次,有保质期,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_076,修正带,写作业时使用，已经不太顺畅。,学习用品,需要关注,50,25.0,4.0,1,0,0,999,1,expanded_manual,manual_review,学习用品,需要关注,25%,每周约4次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_077,A4 文件夹,整理资料用，剩余两个。,学习用品,需要关注,70,30.0,2.0,1,0,0,999,0,expanded_manual,manual_review,学习用品,需要关注,30%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_078,索引标签,复习整理笔记会用，剩余较多。,学习用品,正常,35,70.0,2.0,1,0,0,999,0,expanded_manual,manual_review,学习用品,正常,70%,每周约2次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
expanded_079,2B 铅笔,考试备用，只剩一支。,学习用品,需要关注,80,20.0,1.0,1,0,0,999,0,expanded_manual,manual_review,学习用品,需要关注,20%,每周约1次,无,人工扩展并复核的宿舍常见物品样本；用于补足训练场景，不作为真实效果核心证据。
